日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2017/8/14,台南市,東　區,崇成里,住宅,50,4,6,12,18,3,1,4,8,2,22,6,22.968559,120.227651
2017/8/14,台南市,東　區,文聖里,住宅,70,5,4,28,32,0,5,5,7,2,16,5,22.9840282,120.2447821
2017/8/15,台南市,東　區,德光里,住宅,75,2,10,15,25,0,2,2,3,1,8,3,22.981112,120.2202587
2017/8/15,台南市,東　區,崇學里,住宅,50,2,10,7,17,1,1,2,4,1,12,4,22.9778231,120.2231441
2017/8/15,台南市,東　區,富裕里,住宅,50,1,5,11,16,0,2,2,4,1,13,4,22.9849708,120.227472
2017/8/16,台南市,東　區,新東里,住宅,50,1,7,8,15,0,2,2,4,1,13,4,22.9865063,120.2249474
2017/8/16,台南市,東　區,小東里,住宅,50,0,15,4,19,0,0,0,0,0,0,0,22.9970514,120.227472
2017/8/16,台南市,東　區,大德里,住宅,50,2,14,16,30,2,0,2,4,1,7,3,22.9778817,120.2148485
2017/8/16,台南市,東　區,成大里,住宅,50,4,2,10,12,0,6,6,12,3,50,9,22.9976069,120.2152092
2017/8/17,台南市,東　區,東安里,住宅,50,2,6,13,19,0,2,2,4,1,11,4,22.9872616,120.2213407
2017/8/17,台南市,東　區,東明里,住宅,50,1,7,2,9,0,1,1,2,1,11,4,22.9916823,120.227472
2017/8/17,台南市,東　區,崇信里,住宅,75,0,0,7,7,0,0,0,0,0,0,0,22.9809439,120.227472
2017/8/17,台南市,東　區,復興里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,22.982061,120.238356
2017/8/17,台南市,東　區,圍下里,地區,50,0,1,2,3,0,0,0,0,0,0,0,22.9919771,120.2148485
2017/8/17,台南市,東　區,崇善里,住宅,75,1,6,12,18,1,0,1,1,1,6,3,22.9736282,120.2303571
2017/8/18,台南市,東　區,德高里,住宅,50,2,6,8,14,2,1,3,6,2,21,6,22.9665308,120.2354061
2017/8/18,台南市,東　區,中西里,住宅,50,4,14,3,17,4,0,4,8,2,24,6,22.9905086,120.2202587
2017/8/18,台南市,東　區,龍山里,地區,50,1,0,10,10,0,1,1,2,1,10,4,22.9834946,120.2217014
2017/8/18,台南市,東　區,和平里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,22.9745842,120.2354061
2017/8/18,台南市,東　區,路東里,地區,50,0,0,3,3,0,0,0,0,0,0,0,22.9801973,120.2134058
2017/8/18,台南市,東　區,大學里,住宅,50,1,3,8,11,0,2,2,4,1,18,5,22.9963981,120.2209801
