日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
106/2/3,台南市,東區,大福里,住宅,52,0,11,10,21,0,0,0,0,0,0,0,120.2159306,22.9739636
106/2/3,台南市,東區,崇德里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,120.2260293,22.9745344
106/2/3,台南市,東區,南聖里,住宅,50,0,15,14,29,0,0,0,0,0,0,0,120.2462245,22.9890944
106/2/3,台南市,南區,再興里,住宅,50,0,2,9,11,0,0,0,0,0,0,0,120.1928448,22.9801358
106/1/31,台南市,北區,國興里,住宅,50,0,1,10,11,0,0,0,0,0,0,0,120.2260293,23.0094345
106/2/3,台南市,北區,國興里,住宅,191,2,161,27,188,4,0,4,2,1,2,1,120.2260293,23.0094345
106/2/3,台南市,北區,華興里,住宅,50,0,4,6,10,0,0,0,0,0,0,0,120.2249474,23.0073122
106/2/3,台南市,北區,國興里,住宅,50,0,6,1,7,0,0,0,0,0,0,0,120.2260293,23.0094345
106/2/3,台南市,安平區,港仔里,住宅,50,0,6,8,14,0,0,0,0,0,0,0,120.1643428,22.999187
106/2/2,台南市,歸仁區,文化里,住宅,63,0,0,1,1,0,0,0,0,0,0,0,120.2923733,22.9713621
106/2/2,台南市,歸仁區,南保里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.2940791,22.9671144
106/2/3,台南市,永康區,北灣里,住宅,53,1,0,8,8,0,1,1,2,1,13,4,120.270022,23.012954
106/2/3,台南市,永康區,埔園里,住宅,50,0,6,10,16,0,0,0,0,0,0,0,120.2584844,23.0341644
106/2/2,台南市,安定區,大同里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.2310784,23.0788435
106/2/3,台南市,楠西區,東勢里,住宅,100,0,0,14,14,0,0,0,0,0,0,0,120.4904831,23.1795018
106/2/3,台南市,楠西區,龜丹里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,120.5221524,23.1325697
106/2/3,台南市,楠西區,楠西里,住宅,100,0,0,5,5,0,0,0,0,0,0,0,120.486337,23.174143
106/2/2,台南市,官田區,渡頭里,住宅,52,0,2,15,17,0,0,0,0,0,0,0,120.3464333,23.167207
106/2/3,台南市,官田區,隆本里,住宅,55,0,0,20,20,0,0,0,0,0,0,0,120.3075124,23.1982472
106/2/3,台南市,西港區,劉厝里,住宅,50,0,4,2,6,0,0,0,0,0,0,0,120.1791357,23.1327161
106/2/3,台南市,白河區,竹門里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.4501653,23.3756819
106/2/4,台南市,白河區,關嶺里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.5106372,23.3171844
106/2/3,台南市,安南區,新順里,住宅,51,0,1,15,16,0,0,0,0,0,0,0,120.2195374,23.0436829
