日期,臺南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2018/1/2,臺南市,東　區,崇信里,住宅,50,0,5,8,13,0,0,0,0,0,0,0,22.9809439,120.227472
2018/1/2,臺南市,東　區,裕聖里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,22.9802195,120.2469457
2018/1/2,臺南市,東　區,大德里,住宅,50,2,8,11,19,1,1,2,4,1,11,4,22.9778817,120.2148485
2018/1/2,臺南市,東　區,東安里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,22.9872616,120.2213407
2018/1/3,臺南市,東　區,崇善里,住宅,50,0,6,9,15,0,0,0,0,0,0,0,22.9736282,120.2303571
2018/1/3,臺南市,東　區,東聖里,住宅,50,1,9,9,18,1,0,1,2,1,6,3,22.9861443,120.2346848
2018/1/3,臺南市,東　區,路東里,住宅,52,1,9,5,14,0,1,1,2,1,7,3,22.9801973,120.2134058
2018/1/3,臺南市,東　區,新東里,住宅,50,0,10,11,21,0,0,0,0,0,0,0,22.9865063,120.2249474
2018/1/3,臺南市,東　區,富裕里,住宅,50,0,8,8,16,0,0,0,0,0,0,0,22.9849708,120.227472
2018/1/4,臺南市,東　區,東門里,住宅,50,0,2,9,11,0,0,0,0,0,0,0,22.9890322,120.2144878
2018/1/4,臺南市,東　區,關聖里,住宅,50,1,4,3,7,0,1,1,2,1,14,4,22.985975,120.2418972
2018/1/4,臺南市,東　區,德高里,住宅,50,1,4,5,9,0,1,1,2,1,11,4,22.9665308,120.2354061
2018/1/4,臺南市,東　區,東智里,住宅,50,0,8,5,13,0,0,0,0,0,0,0,22.9629737,120.2267506
2018/1/5,臺南市,東　區,大學里,住宅,50,0,8,15,23,0,0,0,0,0,0,0,22.9963981,120.2209801
2018/1/5,臺南市,東　區,小東里,住宅,50,1,20,6,26,0,1,1,2,1,4,2,22.9970514,120.227472
2018/1/5,臺南市,東　區,崇德里,住宅,50,0,2,14,16,0,0,0,0,0,0,0,22.9745344,120.2260293
2018/1/5,臺南市,東　區,崇明里,住宅,50,3,15,28,43,1,2,3,6,2,7,3,22.9685104,120.2195374
2018/1/5,臺南市,東　區,衛國里,住宅,50,0,3,4,7,0,0,0,0,0,0,0,22.9882597,120.2245867
2018/1/5,臺南市,東　區,自強里,住宅,50,0,1,22,23,0,0,0,0,0,0,0,22.9824198,120.2332423
2018/1/5,臺南市,東　區,大同里,住宅,50,1,6,9,15,0,2,2,4,1,13,4,22.9839645,120.2130451
2018/1/5,臺南市,東　區,忠孝里,住宅,50,2,12,7,19,1,1,2,4,1,11,4,22.9773869,120.218816
2018/1/5,臺南市,東　區,富強里,住宅,50,1,4,30,34,1,0,1,2,1,3,2,22.9867487,120.2317997
2018/1/2,臺南市,南　區,明亮里,住宅,50,3,0,6,6,0,3,3,6,2,50,9,22.9693947,120.1928448
2018/1/2,臺南市,南　區,金華里,住宅,52,0,7,9,16,0,0,0,0,0,0,0,22.9796984,120.1885158
2018/1/2,臺南市,南　區,新昌里,住宅,50,1,9,9,18,0,1,1,2,1,6,3,22.9835601,120.1957308
2018/1/2,臺南市,南　區,新昌里,住宅,50,1,9,9,18,0,1,1,2,1,6,3,22.9835601,120.1957308
2018/1/3,臺南市,南　區,明亮里,住宅,50,2,5,11,16,1,1,2,4,1,13,4,22.9693947,120.1928448
2018/1/3,臺南市,南　區,竹溪里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,22.9779397,120.2065525
2018/1/4,臺南市,南　區,田寮里,住宅,50,0,7,13,20,0,0,0,0,0,0,0,22.976847,120.1957308
2018/1/4,臺南市,南　區,新生里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,22.9775543,120.2116023
2018/1/5,臺南市,南　區,大成里,住宅,50,0,6,7,13,0,0,0,0,0,0,0,22.9802712,120.1986166
2018/1/5,臺南市,南　區,白雪里,住宅,50,0,16,18,34,0,0,0,0,0,0,0,22.9676143,120.1885158
2018/1/5,臺南市,南　區,建南里,住宅,51,0,5,18,23,0,0,0,0,0,0,0,22.9572284,120.1964522
2018/1/2,臺南市,北　區,文元里,住宅,50,0,5,5,10,0,0,0,0,0,0,0,23.0146579,120.1978952
2018/1/2,臺南市,北　區,新勝里,住宅,75,0,6,6,12,0,0,0,0,0,0,0,23.0094105,120.2213407
2018/1/2,臺南市,北　區,公園里,住宅,50,2,4,15,19,0,3,3,6,2,16,5,23.0006781,120.2101595
2018/1/3,臺南市,北　區,六甲里,住宅,75,0,6,3,9,0,0,0,0,0,0,0,23.0127602,120.2101595
2018/1/3,臺南市,北　區,延平里,住宅,75,0,12,9,21,0,0,0,0,0,0,0,23.0107043,120.211963
2018/1/4,臺南市,北　區,仁愛里,住宅,50,0,3,8,11,0,0,0,0,0,0,0,23.0025898,120.2202587
2018/1/4,臺南市,北　區,勝安里,住宅,50,0,2,4,6,0,0,0,0,0,0,0,23.0074816,120.217734
2018/1/4,臺南市,北　區,長榮里,住宅,50,2,1,9,10,0,2,2,4,1,20,5,23.0091928,120.2191767
2018/1/4,臺南市,北　區,重興里,住宅,50,1,1,13,14,1,0,1,2,1,7,3,23.0040653,120.2260293
