日期,臺南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2018/4/2,臺南市,東　區,東光里,住宅,55,0,12,12,24,0,0,0,0,0,0,0,22.99242,120.2303571
2018/4/2,臺南市,東　區,關聖里,住宅,51,0,1,20,21,0,0,0,0,0,0,0,22.985975,120.2418972
2018/4/2,臺南市,東　區,大福里,住宅,65,0,7,3,10,0,0,0,0,0,0,0,22.9739636,120.2159306
2018/4/3,臺南市,東　區,中西里,住宅,50,0,4,7,11,0,0,0,0,0,0,0,22.9905086,120.2202587
2018/4/3,臺南市,東　區,大學里,住宅,50,0,5,5,10,0,0,0,0,0,0,0,22.9963981,120.2209801
2018/4/2,臺南市,南　區,松安里,住宅,50,1,6,18,24,0,1,1,2,1,4,2,22.9248924,120.1776926
2018/4/2,臺南市,南　區,郡南里,住宅,50,0,17,7,24,0,0,0,0,0,0,0,22.964243,120.1950093
2018/4/3,臺南市,南　區,鯤鯓里,住宅,50,1,14,15,29,0,1,1,2,1,3,2,22.9566809,120.1733631
2018/4/3,臺南市,南　區,文華里,住宅,50,0,8,9,17,0,0,0,0,0,0,0,22.98611,120.1899588
2018/4/2,臺南市,北　區,大豐里,住宅,50,1,9,5,14,0,1,1,2,1,7,3,23.0078107,120.1921233
2018/4/2,臺南市,北　區,興北里,住宅,50,0,6,11,17,0,0,0,0,0,0,0,23.0057457,120.2116023
2018/4/3,臺南市,北　區,力行里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,23.0084185,120.2292752
2018/4/3,臺南市,北　區,仁愛里,住宅,50,0,13,15,28,0,0,0,0,0,0,0,23.0025898,120.2202587
2018/4/6,臺南市,北　區,正覺里,住宅,50,0,4,4,8,0,0,0,0,0,0,0,23.0151428,120.2116023
2018/4/2,臺南市,中西區,萬昌里,住宅,76,1,40,18,58,1,0,1,1,1,2,1,22.9899384,120.2101595
2018/4/2,臺南市,中西區,天后里,住宅,75,2,48,14,62,3,1,4,5,2,6,3,22.9975318,120.2011417
2018/4/3,臺南市,中西區,三合里,住宅,75,1,23,17,40,0,1,1,1,1,3,2,22.9999315,120.1960915
2018/4/3,臺南市,中西區,小西里,住宅,75,1,11,25,36,0,1,1,1,1,3,2,22.9883267,120.1986166
2018/4/6,臺南市,中西區,西賢里,住宅,50,1,17,12,29,0,1,1,2,1,3,2,23.0039814,120.1719199
2018/4/6,臺南市,中西區,西賢里,住宅,59,0,41,8,49,0,0,0,0,0,0,0,23.0039814,120.1719199
2018/4/2,臺南市,安南區,海西里,住宅,50,3,7,27,34,1,2,3,6,2,9,3,23.0306699,120.1791357
2018/4/2,臺南市,安南區,溪心里,住宅,50,0,8,5,13,0,0,0,0,0,0,0,23.0509441,120.1849082
2018/4/2,臺南市,安南區,鹽田里,住宅,50,0,9,12,21,0,0,0,0,0,0,0,23.024592,120.152594
2018/4/2,臺南市,安南區,海南里,住宅,50,1,8,9,17,0,1,1,2,1,6,3,23.0116011,120.1675902
2018/4/3,臺南市,安南區,幸福里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,23.0210189,120.1899588
2018/4/3,臺南市,安南區,國安里,住宅,50,3,0,5,5,0,3,3,6,2,60,9,23.0236541,120.1805789
2018/4/3,臺南市,安南區,頂安里,住宅,50,0,4,4,8,0,0,0,0,0,0,0,23.0394768,120.2043882
2018/4/3,臺南市,安南區,安慶里,住宅,50,0,4,7,11,0,0,0,0,0,0,0,23.0390892,120.2094381
2018/4/2,臺南市,安平區,億載里,住宅,50,0,4,13,17,0,0,0,0,0,0,0,22.9902803,120.1603737
2018/4/2,臺南市,安平區,國平里,住宅,50,1,3,6,9,0,1,1,2,1,11,4,22.9793723,120.1675902
2018/4/3,臺南市,安平區,海頭里,住宅,50,0,6,9,15,0,0,0,0,0,0,0,23.0025857,120.1625386
2018/4/3,臺南市,安平區,平通里,住宅,50,0,1,10,11,0,0,0,0,0,0,0,22.9938422,120.1690334
2018/4/2,臺南市,仁德區,後壁里,住宅,50,2,1,17,18,0,2,2,4,1,11,4,22.9475722,120.2426185
2018/4/2,臺南市,仁德區,上崙里,住宅,50,2,1,14,15,0,2,2,4,1,13,4,22.9385802,120.2599266
2018/4/3,臺南市,仁德區,仁義里,住宅,50,2,3,13,16,0,3,3,6,2,19,5,22.9695788,120.2656955
2018/4/3,臺南市,仁德區,田厝里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,22.9384788,120.241176
2018/4/2,臺南市,歸仁區,崙頂里,住宅,60,0,0,1,1,0,0,0,0,0,0,0,22.9571231,120.2930943
2018/4/2,臺南市,永康區,新樹里,住宅,52,0,5,15,20,0,0,0,0,0,0,0,23.0278443,120.2757905
2018/4/2,臺南市,永康區,北灣里,住宅,50,1,2,7,9,0,1,1,2,1,11,4,23.012954,120.270022
2018/4/2,臺南市,永康區,烏竹里,住宅,50,0,3,10,13,0,0,0,0,0,0,0,23.0410039,120.2642533
2018/4/2,臺南市,永康區,龍潭里,住宅,50,0,7,6,13,0,0,0,0,0,0,0,23.0286236,120.2656955
