日期,臺南市,區別,里別,"調查種類","調查戶數","陽性戶數",調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
2019/10/7,臺南市,東　區,大學里,住宅,50,0,2 ,5 ,7 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2209801,22.9963981
2019/10/11,臺南市,東　區,小東里,住宅,50,2,0,8,8,0,2,2,4,1,25,6,120.227472,22.9970514
2019/10/12,臺南市,東　區,中西里,住宅,50,2,3 ,13 ,16 ,0 ,3 ,3 ,6 ,2,19 ,5,120.2202587,22.9905086
2019/10/7,臺南市,東　區,成大里,住宅,50,0,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2152092,22.9976069
2019/10/7,臺南市,東　區,成大里,住宅,50,0,4 ,2 ,6 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2152092,22.9976069
2019/10/7,臺南市,東　區,成大里,住宅,50,0,1 ,4 ,5 ,0 ,0 ,0 ,0 ,0,0 ,0,120.2152092,22.9976069
2019/10/6,臺南市,東　區,和平里,住宅,50,0,0,16,16,0,0,0,0,0,0,0,120.2326083,22.9769421
2019/10/9,臺南市,東　區,和平里,住宅,53,0,0,12,12,0,0,0,0,0,0,0,120.2326083,22.9769421
2019/10/9,臺南市,東　區,東光里,住宅,50,0,4,7,11,0,0,0,0,0,0,0,120.2303571,22.99242
2019/10/8,臺南市,東　區,東明里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,120.227472,22.9916823
2019/10/8,臺南市,東　區,東明里,住宅,50,1,5,12,17,0,1,1,2,1,6,3,120.227472,22.9916823
2019/10/7,臺南市,東　區,後甲里,住宅,50,1,4,5,9,0,1,1,2,1,11,4,120.2382911,22.9927707
2019/10/6,臺南市,東　區,崇誨里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.2256687,22.989711
2019/10/7,臺南市,東　區,崇誨里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,120.2256687,22.989711
2019/10/11,臺南市,東　區,圍下里,住宅,52,0,6,5,11,0,0,0,0,0,0,0,120.2148485,22.9919771
2019/10/9,臺南市,東　區,德光里,住宅,50,0,4,8,12,0,0,0,0,0,0,0,120.2202587,22.981112
2019/10/7,臺南市,南　區,大林里,住宅,50,0,8,4,12,0,0,0,0,0,0,0,120.2058311,22.9733919
2019/10/9,臺南市,南　區,府南里,住宅,50,1,1,15,16,0,1,1,2,1,6,3,120.1950093,22.9722988
2019/10/7,臺南市,南　區,金華里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.1885158,22.9796984
2019/10/7,臺南市,南　區,郡南里,住宅,50,0,5,3,8,0,0,0,0,0,0,0,120.1950093,22.964243
2019/10/7,臺南市,南　區,新生里,住宅,50,0,6,3,9,0,0,0,0,0,0,0,120.2116023,22.9775543
2019/10/8,臺南市,南　區,新昌里,住宅,50,0,6,3,9,0,0,0,0,0,0,0,120.1957308,22.9835601
2019/10/8,臺南市,南　區,鯤鯓里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,120.1733631,22.9566809
2019/10/7,臺南市,北　區,大興里,住宅,75,0,7,10,17,0,0,0,0,0,0,0,120.1878641,23.0122966
2019/10/8,臺南市,北　區,中樓里,住宅,50,0,9,6,15,0,0,0,0,0,0,0,120.2159306,23.0034966
2019/10/9,臺南市,北　區,中樓里,住宅,49,0,0,3,3,0,0,0,0,0,0,0,120.2159306,23.0034966
2019/10/10,臺南市,北　區,中樓里,住宅,58,0,0,5,5,0,0,0,0,0,0,0,120.2159306,23.0034966
2019/10/7,臺南市,北　區,正覺里,機關,50,0,0,3,3,0,0,0,0,0,0,0,120.2116023,23.0151428
2019/10/7,臺南市,北　區,永祥里,住宅,75,0,6,7,13,0,0,0,0,0,0,0,120.2202587,23.0160134
2019/10/7,臺南市,北　區,立人里,住宅,50,1,18,5,23,0,1,1,2,1,4,2,120.20171,23.00053
2019/10/7,臺南市,北　區,成德里,住宅,50,0,6,10,16,0,0,0,0,0,0,0,120.2036668,23.0134491
2019/10/9,臺南市,北　區,東興里,公園,1,0,0,4,4,0,0,0,0,0,0,0,120.2260293,23.0013807
2019/10/10,臺南市,北　區,東興里,住宅,60,0,0,4,4,0,0,0,0,0,0,0,120.2260293,23.0013807
2019/10/7,臺南市,北　區,長勝里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,120.2182975,23.0105726
2019/10/6,臺南市,北　區,重興里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2260293,23.0040653
2019/10/6,臺南市,北　區,振興里,住宅,50,0,3,4,7,0,0,0,0,0,0,0,120.2217014,23.0063146
2019/10/8,臺南市,北　區,開元里,住宅,50,1,5,4,9,0,1,1,2,1,11,4,120.2217014,23.0130263
2019/10/9,臺南市,中西區,小西門里,住宅,7,0,3,0,3,0,0,0,0,0,0,0,120.1987768,22.9873119
2019/10/8,臺南市,中西區,西湖里,住宅,50,1,0,10,10,0,1,1,2,1,10,4,120.1834651,23.0015666
2019/10/7,臺南市,中西區,西賢里,住宅,50,0,6,7,13,0,0,0,0,0,0,0,120.1719199,23.0039814
2019/10/7,臺南市,中西區,兌悅里,住宅,50,1,7,8,15,0,1,1,2,1,7,3,120.1943685,23.0007006
2019/10/6,臺南市,中西區,赤嵌里,地區,50,0,0,10,10,0,0,0,0,0,0,0,120.2072739,22.9972549
2019/10/7,臺南市,中西區,赤嵌里,住宅,50,1,5,4,9,0,1,1,2,1,11,4,120.2072739,22.9972549
2019/10/7,臺南市,中西區,南美里,住宅,50,0,6,2,8,0,0,0,0,0,0,0,120.1964522,22.9948212
2019/10/8,臺南市,中西區,藥王里,住宅,50,0,2,10,12,0,0,0,0,0,0,0,120.1914018,22.9992346
