日期,臺南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2018/3/19,臺南市,東　區,富強里,住宅,75,0,10,35,45,0,0,0,0,0,0,0,22.9867487,120.2317997
2018/3/19,臺南市,東　區,德光里,住宅,50,0,9,1,10,0,0,0,0,0,0,0,22.981112,120.2202587
2018/3/19,臺南市,東　區,裕聖里,住宅,50,0,5,8,13,0,0,0,0,0,0,0,22.9802195,120.2469457
2018/3/19,臺南市,東　區,新東里,住宅,52,1,2,24,26,0,1,1,2,1,4,2,22.9865063,120.2249474
2018/3/21,臺南市,東　區,後甲里,住宅,53,0,23,18,41,0,0,0,0,0,0,0,22.9927707,120.2382911
2018/3/21,臺南市,東　區,虎尾里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,22.9791309,120.2361273
2018/3/21,臺南市,東　區,成大里,住宅,53,0,9,17,26,0,0,0,0,0,0,0,22.9976069,120.2152092
2018/3/21,臺南市,東　區,大學里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,22.9963981,120.2209801
2018/3/23,臺南市,東　區,成大里,住宅,81,2,11,27,38,1,1,2,2,1,5,2,22.9976069,120.2152092
2018/3/19,臺南市,南　區,金華里,住宅,50,0,5,12,17,0,0,0,0,0,0,0,22.9796984,120.1885158
2018/3/19,臺南市,南　區,新興里,住宅,50,0,12,3,15,0,0,0,0,0,0,0,22.9799434,120.19537
2018/3/19,臺南市,南　區,大林里,住宅,50,0,10,7,17,0,0,0,0,0,0,0,22.9733919,120.2058311
2018/3/19,臺南市,南　區,日新里,住宅,51,0,10,6,16,0,0,0,0,0,0,0,22.974026,120.1899588
2018/3/19,臺南市,南　區,日新里,住宅,51,0,9,6,15,0,0,0,0,0,0,0,22.974026,120.1899588
2018/3/21,臺南市,南　區,再興里,住宅,50,2,18,26,44,0,2,2,4,1,5,2,22.9801358,120.1928448
2018/3/21,臺南市,南　區,新昌里,住宅,50,0,6,7,13,0,0,0,0,0,0,0,22.9835601,120.1957308
2018/3/21,臺南市,南　區,喜東里,住宅,50,1,14,9,23,0,1,1,2,1,4,2,22.9423225,120.1906803
2018/3/21,臺南市,南　區,明興里,住宅,50,0,11,10,21,0,0,0,0,0,0,0,22.9629831,120.1914018
2018/3/23,臺南市,南　區,大成里,住宅,50,0,12,5,17,0,0,0,0,0,0,0,22.9802712,120.1986166
2018/3/19,臺南市,北　區,大港里,住宅,50,0,10,11,21,0,0,0,0,0,0,0,23.0104452,120.1827435
2018/3/19,臺南市,北　區,延平里,住宅,50,0,10,7,17,0,0,0,0,0,0,0,23.0107043,120.211963
2018/3/19,臺南市,北　區,賢北里,住宅,50,2,8,10,18,1,1,2,4,1,11,4,23.006719,120.1813004
2018/3/19,臺南市,北　區,正風里,住宅,50,0,6,13,19,0,0,0,0,0,0,0,23.0154694,120.2148485
2018/3/21,臺南市,北　區,文成里,住宅,50,0,7,13,20,0,0,0,0,0,0,0,23.0074248,120.1971737
2018/3/21,臺南市,北　區,裕民里,住宅,50,0,16,11,27,0,0,0,0,0,0,0,23.0026166,120.1960915
2018/3/21,臺南市,北　區,文元里,住宅,50,0,9,12,21,0,0,0,0,0,0,0,23.0146579,120.1978952
2018/3/21,臺南市,北　區,安民里,住宅,50,0,10,14,24,0,0,0,0,0,0,0,23.0014504,120.2000596
2018/3/22,臺南市,北　區,勝安里,住宅,50,0,9,10,19,0,0,0,0,0,0,0,23.0074816,120.217734
2018/3/22,臺南市,北　區,中樓里,住宅,50,1,5,9,14,0,2,2,4,1,14,4,23.0034966,120.2159306
2018/3/22,臺南市,北　區,成德里,住宅,105,1,9,34,43,0,1,1,1,1,2,1,23.0134491,120.2036668
2018/3/23,臺南市,北　區,興南里,住宅,85,1,6,32,38,0,1,1,1,1,3,2,23.0036652,120.2087167
2018/3/19,臺南市,中西區,天后里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,22.9975318,120.2011417
2018/3/19,臺南市,中西區,藥王里,住宅,50,0,5,2,7,0,0,0,0,0,0,0,22.9992346,120.1914018
2018/3/19,臺南市,中西區,西湖里,住宅,50,1,6,11,17,1,0,1,2,1,6,3,23.0015666,120.1834651
2018/3/19,臺南市,中西區,民主里,住宅,50,0,10,19,29,0,0,0,0,0,0,0,22.9923288,120.1939271
2018/3/21,臺南市,中西區,開山里,住宅,50,0,11,3,14,0,0,0,0,0,0,0,22.9876646,120.2097988
2018/3/21,臺南市,中西區,普濟里,住宅,50,0,6,2,8,0,0,0,0,0,0,0,22.9991764,120.1996988
2018/3/21,臺南市,中西區,建國里,住宅,50,0,20,19,39,0,0,0,0,0,0,0,22.993395,120.2000596
2018/3/21,臺南市,中西區,進學里,住宅,50,0,4,17,21,0,0,0,0,0,0,0,22.9877228,120.2015025
2018/3/21,臺南市,中西區,民權里,住宅,50,0,11,12,23,0,0,0,0,0,0,0,22.9969861,120.1957308
2018/3/22,臺南市,中西區,水仙里,住宅,192,1,63,23,86,0,2,2,1,1,2,1,22.9963821,120.1986166
2018/3/22,臺南市,中西區,民權里,住宅,357,10,126,101,227,7,4,11,3,1,5,2,22.9969861,120.1957308
2018/3/23,臺南市,中西區,中正里,住宅,236,2,51,44,95,1,1,2,1,1,2,1,22.993999,120.1971737
2018/3/23,臺南市,中西區,民權里,住宅,192,2,50,6,56,2,0,2,1,1,4,2,22.9969861,120.1957308
2018/3/19,臺南市,安南區,鹽田里,住宅,50,0,7,14,21,0,0,0,0,0,0,0,23.024592,120.152594
2018/3/19,臺南市,安南區,四草里,住宅,50,0,4,32,36,0,0,0,0,0,0,0,23.0146755,120.1271727
2018/3/19,臺南市,安南區,東和里,住宅,50,3,3,33,36,0,3,3,6,2,8,3,23.0615247,120.2368486
2018/3/19,臺南市,安南區,塭南里,住宅,50,6,1,19,20,0,6,6,12,3,30,7,23.0715691,120.2209801
2018/3/21,臺南市,安南區,安西里,住宅,75,0,7,28,35,0,0,0,0,0,0,0,23.0310345,120.2094381
2018/3/21,臺南市,安南區,淵西里,住宅,75,1,10,22,32,0,1,1,1,1,3,2,23.0562175,120.1661469
2018/3/23,臺南市,安南區,布袋里,住宅,50,0,7,4,11,0,0,0,0,0,0,0,23.0638587,120.2065525
2018/3/23,臺南市,安南區,大安里,住宅,75,0,1,7,8,0,0,0,0,0,0,0,23.0313733,120.1950093
2018/3/19,臺南市,安平區,石門里,住宅,50,0,4,14,18,0,0,0,0,0,0,0,23.0006394,120.1654252
2018/3/19,臺南市,安平區,育平里,住宅,50,0,5,16,21,0,0,0,0,0,0,0,22.989074,120.1661469
2018/3/21,臺南市,安平區,西門里,住宅,50,1,8,12,20,0,1,1,2,1,5,2,23.0022304,120.1546002
2018/3/21,臺南市,安平區,國平里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,22.9793723,120.1675902
2018/3/23,臺南市,安平區,漁光里,住宅,50,0,13,4,17,0,0,0,0,0,0,0,22.9801396,120.1574869
2018/3/23,臺南市,安平區,怡平里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,22.994197,120.176971
2018/3/19,臺南市,仁德區,大甲里,住宅,50,3,2,14,16,0,5,5,10,3,31,7,22.9225952,120.2079953
2018/3/19,臺南市,仁德區,二行里,住宅,50,3,2,11,13,0,4,4,8,2,31,7,22.9212251,120.2209801
2018/3/21,臺南市,仁德區,仁德里,地區,60,0,0,6,6,0,0,0,0,0,0,0,22.9657583,120.2455033
2018/3/21,臺南市,仁德區,仁義里,地區,50,0,0,2,2,0,0,0,0,0,0,0,22.9695788,120.2656955
2018/3/21,臺南市,仁德區,保安里,住宅,50,3,10,13,23,0,3,3,6,2,13,4,22.9231415,120.2310784
2018/3/21,臺南市,仁德區,田厝里,住宅,50,3,2,19,21,0,3,3,6,2,14,4,22.9384788,120.241176
2018/3/23,臺南市,仁德區,上崙里,住宅,75,4,4,16,20,0,5,5,7,2,25,6,22.9385802,120.2599266
2018/3/23,臺南市,關廟區,東勢里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,22.9521957,120.3421093
2018/3/19,臺南市,永康區,西灣里,住宅,50,2,9,7,16,0,4,4,8,2,25,6,23.0120871,120.2613689
2018/3/19,臺南市,永康區,北灣里,住宅,51,2,10,16,26,0,2,2,4,1,8,3,23.012954,120.270022
2018/3/19,臺南市,永康區,大灣里,住宅,50,2,1,25,26,0,4,4,8,2,15,5,23.0067641,120.2707431
2018/3/19,臺南市,永康區,南灣里,住宅,50,0,7,8,15,0,0,0,0,0,0,0,22.9986674,120.2613689
2018/3/21,臺南市,永康區,復興里,住宅,51,0,7,11,18,0,0,0,0,0,0,0,22.9969297,120.2440609
2018/3/21,臺南市,永康區,崑山里,住宅,51,0,10,7,17,0,0,0,0,0,0,0,22.9988384,120.2541575
2018/3/21,臺南市,永康區,安康里,住宅,52,0,24,17,41,0,0,0,0,0,0,0,23.0158435,120.227472
2018/3/21,臺南市,永康區,東橋里,住宅,50,0,6,11,17,0,0,0,0,0,0,0,23.0243778,120.241176
2018/3/23,臺南市,永康區,北灣里,住宅,51,0,0,9,9,0,0,0,0,0,0,0,23.012954,120.270022
2018/3/23,臺南市,永康區,鹽洲里,住宅,75,0,2,20,22,0,0,0,0,0,0,0,23.041356,120.2368389
2018/3/23,臺南市,永康區,鹽行里,住宅,51,0,8,5,13,0,0,0,0,0,0,0,23.041356,120.2368389
2018/3/21,臺南市,新化區,礁坑里,住宅,53,0,0,16,16,0,0,0,0,0,0,0,23.0381044,120.3608455
2018/3/22,臺南市,新市區,大營里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.0994096,120.3118375
2018/3/22,臺南市,新市區,大洲里,住宅,50,1,0,3,3,0,1,1,2,1,33,8,23.0727781,120.2599266
2018/3/22,臺南市,新市區,大洲里,住宅,50,1,0,1,1,0,1,1,2,1,100,9,23.0727781,120.2599266
2018/3/21,臺南市,安定區,六嘉里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,23.079623,120.2209801
2018/3/21,臺南市,安定區,新吉里,地區,50,0,0,6,6,0,0,0,0,0,0,0,23.0849044,120.2022239
2018/3/22,臺南市,安定區,蘇厝里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,23.1245564,120.2498305
